Timestamp,Epoch_UTC,Tag1,Tag2,Tag3,Tag4,Tag5,Tag6,Tag7,Tag8,Tag9,Tag10
2026-02-06 00:06:58,1770316618,8.91626763343811,18.91636371612549,28.916374921798706,38.91638422012329,48.9163920879364,58.91639971733093,68.9164068698883,78.91641426086426,88.91642141342163,98.91642832756042
2026-02-06 00:07:29,1770316649,8.936459064483643,18.936580419540405,28.936620950698853,38.93665075302124,48.93667793273926,58.93670415878296,68.9367287158966,78.93675446510315,88.93677854537964,98.9368028640747
2026-02-06 00:07:59,1770316679,8.956241369247437,18.956318616867065,28.956334114074707,38.956345081329346,48.95635485649109,58.95636439323425,68.95637345314026,78.956383228302,88.95639324188232,98.95640254020691
2026-02-06 00:08:29,1770316709,8.979634284973145,18.979766845703125,28.979808568954468,38.979841470718384,48.9798698425293,58.97989749908447,68.97992444038391,78.97995090484619,88.97997689247131,98.98000264167786
2026-02-06 00:08:59,1770316739,9.005270004272461,19.005428552627563,29.005480527877808,39.005523920059204,49.005563735961914,59.005600452423096,69.00563478469849,79.00566864013672,89.00570487976074,99.00574254989624
2026-02-06 00:09:29,1770316769,9.031912803649902,19.032036781311035,29.032077074050903,39.032105445861816,49.03213047981262,59.03215575218201,69.03218007087708,79.03220510482788,89.03223013877869,99.03225445747375
2026-02-06 00:09:59,1770316799,9.055219650268555,19.05535078048706,29.05539107322693,39.055419921875,49.055445194244385,59.05547070503235,69.05549430847168,79.05551838874817,89.05554294586182,99.0555670261383
2026-02-06 00:10:29,1770316829,9.078867673873901,19.079033136367798,29.079088926315308,39.07913541793823,49.07919406890869,59.07922005653381,69.07924437522888,79.07926797866821,89.0792920589447,99.07931637763977
2026-02-06 00:10:59,1770316859,9.103769779205322,19.103883743286133,29.103922367095947,39.10395169258118,49.103976249694824,59.10400056838989,69.10402464866638,79.10404801368713,89.10407137870789,99.10409545898438
2026-02-06 00:11:29,1770316889,9.127971649169922,19.128101587295532,29.12813949584961,39.12816905975342,49.1281955242157,59.128220558166504,69.12824559211731,79.12826991081238,89.12829422950745,99.12831783294678
2026-02-06 00:11:59,1770316919,9.155293703079224,19.15540885925293,29.155447244644165,39.155481576919556,49.15550684928894,59.15553092956543,69.15555453300476,79.15557742118835,89.15560030937195,99.15562343597412
2026-02-06 00:12:29,1770316949,9.180035829544067,19.1801598072052,29.180198669433594,39.18022799491882,49.18025231361389,59.180277585983276,69.18030166625977,79.1803252696991,89.18034887313843,99.18037295341492
2026-02-06 00:12:59,1770316979,9.203492641448975,19.203561782836914,29.20357632637024,39.203587770462036,49.20359778404236,59.20360827445984,69.20361804962158,79.2036280632019,89.20363759994507,99.20364665985107
2026-02-06 00:13:29,1770317009,9.227644205093384,19.22775936126709,29.22779893875122,39.227829456329346,49.22785449028015,59.22787833213806,69.22790288925171,79.22792625427246,89.22794938087463,99.22797226905823
2026-02-06 00:13:49,1770317029,8.975651979446411,18.97577691078186,28.975815773010254,38.97584509849548,48.97587013244629,58.97589564323425,68.97591924667358,78.97594332695007,88.9759669303894,98.97599077224731
2026-02-06 00:14:19,1770317059,8.997617959976196,18.997756719589233,28.997796297073364,38.997825622558594,48.99785232543945,58.997878074645996,68.9979031085968,78.99792766571045,88.99795484542847,98.99797940254211
2026-02-06 00:14:49,1770317089,9.021222352981567,19.02130103111267,29.021313190460205,39.02132296562195,49.02133083343506,59.02133846282959,69.02134704589844,79.02135419845581,89.02136278152466,99.02137017250061
2026-02-06 00:15:19,1770317119,9.04355502128601,19.043678998947144,29.043718338012695,39.04374837875366,49.04377460479736,59.04379940032959,69.04382395744324,79.04384708404541,89.0438711643219,99.04389476776123
2026-02-06 00:15:49,1770317149,9.06557011604309,19.065697193145752,29.065735578536987,39.065765380859375,49.065791606903076,59.06581664085388,69.06584095954895,79.06586408615112,89.06588888168335,99.06591200828552
2026-02-06 00:16:19,1770317179,9.086840867996216,19.0869722366333,29.08701205253601,39.087043046951294,49.08706998825073,59.08709502220154,69.08711910247803,79.08714437484741,89.08716988563538,99.08719277381897
2026-02-06 00:16:49,1770317209,9.108064413070679,19.108204126358032,29.10824203491211,39.10827088356018,49.10829567909241,59.10832071304321,69.10834550857544,79.10836887359619,89.10839343070984,99.10841751098633
